path,type,spacing,unit
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,0.7348500089353187,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.2120245414048754,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.652454842300695,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,0.7348500089353187,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.6457899380910381,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.432152741561614,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.407922845143987,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.2120245414048754,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.6457899380910381,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.3825774770746544,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5763808626560878,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.1893381164683348,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.432152741561614,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5507071818959113,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.1832957160759057,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.652454842300695,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.407922845143987,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.3825774770746544,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5507071818959113,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.88988783188136,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.52710673685215,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5763808626560878,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.3318749962161989,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5745609110822005,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.4341534215706453,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.4384786824014915,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5101138807309007,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.4160455443380724,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.1832957160759057,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.88988783188136,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.4384786824014915,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.4411339291141498,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.1893381164683348,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.52710673685215,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.3318749962161989,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.6978141488431788,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5745609110822005,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.01692309431035,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5766839836785331,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5101138807309007,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.4411339291141498,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.443453263297564,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.728221846343318,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.4341534215706453,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.6978141488431788,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.01692309431035,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.564513334806107,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.4160455443380724,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.443453263297564,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.269037432267521,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5349100923965053,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.269037432267521,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.0646744313205192,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5766839836785331,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.564513334806107,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5815260188278035,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.728221846343318,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5349100923965053,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.0646744313205192,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.556858365036685,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.5815260188278035,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.4794225054833603,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.556858365036685,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.946686762637029,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.3207052805619168,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.4855471699989022,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.995179540752573,$\mu$m
data/golf/Oct_Image 8_RAW_ch00-1.tif,golf,1.0511226557856888,$\mu$m
